Date,High,Low,Open,Close,Volume,Adj Close
2020-09-01,92.19000244140625,88.29000091552734,91.5999984741211,91.77999877929688,3083999.0,91.77999877929688
2020-09-02,93.37999725341797,90.29000091552734,92.0,92.45999908447266,2568645.0,92.45999908447266
2020-09-03,94.80999755859375,90.1500015258789,92.55000305175781,91.29000091552734,3335166.0,91.29000091552734
2020-09-04,90.98999786376953,86.93000030517578,90.29000091552734,87.87000274658203,4285280.0,87.87000274658203
2020-09-07,88.9000015258789,84.30000305175781,88.04000091552734,85.0,4511719.0,85.0
2020-09-08,87.18000030517578,83.5999984741211,86.31999969482422,85.62000274658203,3740871.0,85.62000274658203
2020-09-09,86.81999969482422,82.68000030517578,86.0,83.29000091552734,3306328.0,83.29000091552734
2020-09-10,87.87999725341797,83.16999816894531,84.79000091552734,86.01000213623047,3891146.0,86.01000213623047
2020-09-11,90.29000091552734,85.22000122070312,85.69000244140625,89.30000305175781,2904152.0,89.30000305175781
2020-09-14,98.2300033569336,94.08000183105469,96.0,98.2300033569336,2084249.0,98.2300033569336
2020-09-15,101.87999725341797,96.87999725341797,99.0,98.55000305175781,8120064.0,98.55000305175781
2020-09-16,101.79000091552734,99.19000244140625,99.19000244140625,100.4800033569336,3881575.0,100.4800033569336
2020-09-17,101.29000091552734,97.13999938964844,97.45999908447266,99.88999938964844,4280569.0,99.88999938964844
2020-09-18,101.55000305175781,96.66000366210938,97.01000213623047,100.56999969482422,3069485.0,100.56999969482422
2020-09-21,100.9000015258789,97.83000183105469,100.9000015258789,100.51000213623047,2164425.0,100.51000213623047
2020-09-22,101.48999786376953,98.58999633789062,99.30999755859375,99.54000091552734,1953586.0,99.54000091552734
2020-09-23,104.08000183105469,99.26000213623047,100.5,102.5,3163928.0,102.5
2020-09-24,104.47000122070312,97.63999938964844,97.63999938964844,102.69999694824219,2383659.0,102.69999694824219
2020-09-25,105.44999694824219,101.0999984741211,103.9000015258789,104.20999908447266,2365031.0,104.20999908447266
2020-09-28,106.5999984741211,102.0,105.0,104.33000183105469,2548302.0,104.33000183105469
2020-09-29,105.27999877929688,101.0,105.27999877929688,104.08999633789062,1930338.0,104.08999633789062
2020-09-30,105.5,102.52999877929688,105.0,103.19000244140625,1960074.0,103.19000244140625
2020-10-09,103.80000305175781,99.2699966430664,102.1500015258789,102.86000061035156,4655026.0,102.86000061035156
2020-10-12,107.58000183105469,102.05999755859375,103.37999725341797,105.80000305175781,3283534.0,105.80000305175781
2020-10-13,108.58999633789062,105.37999725341797,106.80999755859375,106.0,1960767.0,106.0
2020-10-14,107.9000015258789,105.18000030517578,105.18000030517578,106.91999816894531,2351664.0,106.91999816894531
2020-10-15,108.2300033569336,105.08999633789062,108.0,106.94999694824219,1791109.0,106.94999694824219
2020-10-16,109.66000366210938,104.98999786376953,108.4000015258789,106.51000213623047,1872907.0,106.51000213623047
2020-10-19,107.30000305175781,103.0,107.0,103.0,1918300.0,103.0
2020-10-20,107.0,103.05999755859375,103.91000366210938,106.91000366210938,2074356.0,106.91000366210938
2020-10-21,106.41000366210938,103.19999694824219,105.5199966430664,103.91999816894531,1875918.0,103.91999816894531
2020-10-22,104.79000091552734,99.87999725341797,103.79000091552734,103.3499984741211,2208162.0,103.3499984741211
2020-10-23,106.30000305175781,99.26000213623047,103.3499984741211,99.87000274658203,2198071.0,99.87000274658203
2020-10-26,103.94000244140625,96.0,97.44000244140625,102.05999755859375,2682845.0,102.05999755859375
2020-10-27,103.87999725341797,101.72000122070312,102.05999755859375,102.80999755859375,985927.0,102.80999755859375
